HPO,p_val,module
HP:0001239,0.0006,1
HP:0001241,0.0899,1
HP:0001245,0.0314,1
HP:0001248,0.0483,1
HP:0001249,0.0,1
HP:0001250,0.0,1
HP:0001251,0.0006,1
HP:0001252,0.0,1
HP:0001254,0.1251,1
HP:0001256,0.0001,1
HP:0001257,0.0035,1
HP:0001258,0.0669,1
HP:0001259,0.0725,1
HP:0001260,0.0019,1
HP:0001262,0.004,1
HP:0001263,0.0034,1
HP:0001264,0.0001,1
HP:0001265,0.0851,1
HP:0001266,0.0783,1
HP:0001268,0.0694,1
HP:0001269,0.1113,1
HP:0001270,0.0001,1
HP:0001271,0.0024,1
HP:0001272,0.0007,1
HP:0001273,0.0002,1
HP:0001274,0.0003,1
HP:0001276,0.0297,1
HP:0001278,0.1439,1
HP:0001279,0.1609,1
HP:0001281,0.1507,1
HP:0001283,0.0108,1
HP:0001284,0.0722,1
HP:0001285,0.0027,1
HP:0001287,0.0866,1
HP:0001288,0.0048,1
HP:0001289,0.0621,1
HP:0001290,0.0373,1
HP:0001291,0.0501,1
HP:0001293,0.0004,1
HP:0001297,0.0,1
HP:0001298,0.1614,1
HP:0001300,0.0342,1
HP:0001301,0.0333,1
HP:0001302,0.1293,1
HP:0001304,0.0672,1
HP:0001305,0.0,1
HP:0001308,0.0206,1
HP:0001310,0.0128,1
HP:0001311,0.0643,1
HP:0001312,0.1172,1
HP:0001315,0.0232,1
HP:0001317,0.0,1
HP:0001319,0.0986,1
HP:0001320,0.0,1
HP:0001321,0.0057,1
HP:0001324,0.0004,1
HP:0001325,0.0015,1
HP:0001326,0.5105,1
HP:0001327,0.2849,1
HP:0001328,0.0564,1
HP:0001331,0.081,1
HP:0001332,0.0341,1
HP:0001334,0.1379,1
HP:0001335,0.0062,1
HP:0001336,0.0877,1
HP:0001337,0.0731,1
HP:0001338,0.0049,1
HP:0001339,0.1008,1
HP:0001340,0.5099,1
HP:0001341,0.0002,1
HP:0001342,0.0263,1
HP:0001343,0.0079,1
HP:0001344,0.0147,1
HP:0001345,0.003,1
HP:0001347,0.0187,1
HP:0001348,0.071,1
HP:0001349,0.0045,1
HP:0001350,0.1335,1
HP:0001351,0.5099,1
HP:0001355,0.1431,1
HP:0001357,0.0,1
HP:0001360,0.0003,1
